Date,SystemType,Species,Location,WaterTemperature,Salinity,PHLevel,DissolvedOxygen,NitrogenLevel,PhosphorusLevel,StockingDensity,FeedConversionRatio,YieldKgPerM3,MarketPrice,OperatingCosts,GrossRevenue,EconomicPotential,MarketDemandGrowth,SustainabilityScore
2022-01-03,Inland Raceway System,Atlantic Salmon,Portugal,12.82,36.41,7.33,3.54,2.74,0.43,139.41,1.3,-64.26,5.36,-205.62,-344.51,-138.89,3.0,60.47
2021-08-31,Coastal Intensive Pond,Tilapia (Blue),Brazil,20.44,34.44,6.28,4.87,2.22,0.49,195.05,1.85,-3.23,3.35,-6.79,-10.81,-4.03,4.0,58.65
2020-01-11,Inland Raceway System,Chinook Salmon,Ecuador,24.14,33.87,7.21,5.17,2.74,0.16,90.86,1.17,45.02,6.1,144.06,274.48,130.42,3.0,63.33
2019-12-15,Offshore Cage System,Rainbow Trout,Australia (East Coast),27.18,35.82,7.61,5.0,1.46,0.31,65.1,1.88,28.66,4.67,83.12,133.92,50.79,2.0,97.27
2020-07-09,Coastal Extensive Pond,Atlantic Salmon,Indonesia,17.34,38.58,7.1,5.57,2.51,0.25,99.92,1.75,-46.29,6.16,-148.14,-285.0,-136.86,3.0,70.0
2020-10-12,Inland Raceway System,Rainbow Trout,Ecuador,23.62,35.35,7.67,6.98,2.69,0.32,172.61,1.61,141.32,4.9,409.82,692.26,282.45,2.0,88.05
2021-04-30,Coastal Intensive Pond,Tilapia (Blue),Norway,30.07,34.8,7.82,6.34,2.13,0.32,129.16,1.26,-22.33,3.53,-46.89,-78.85,-31.96,4.0,57.19
2022-07-10,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Brazil,25.8,31.73,8.86,3.82,2.96,0.25,199.92,1.66,-180.7,6.04,-578.23,-1090.79,-512.56,3.0,71.54
2020-07-06,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),Canada (Atlantic),18.38,30.8,7.78,5.59,2.65,0.35,178.77,0.98,-87.93,3.43,-184.66,-301.91,-117.24,4.0,92.95
2022-08-26,Coastal Extensive Pond,European Sea Bass,Turkey,14.93,36.52,8.44,6.99,3.08,0.39,184.36,1.91,-138.71,6.6,-568.7,-915.67,-346.96,2.5,81.95
2022-06-07,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Common),Greece,24.74,34.85,7.91,5.17,2.52,0.27,196.76,1.64,104.59,3.82,261.47,399.37,137.9,2.0,74.23
2021-06-07,Coastal Intensive Pond,Tilapia (Nile),Turkey,18.41,40.83,7.78,2.85,3.1,0.18,158.29,1.97,-151.14,3.36,-317.39,-507.57,-190.18,4.0,60.04
2019-09-08,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),USA (Gulf Coast),23.18,31.59,7.21,6.77,2.17,0.44,124.01,1.19,-6.68,3.92,-14.03,-26.18,-12.14,4.0,81.85
2019-08-31,Deep Sea Cage System,European Eel,China (Inland Provinces),19.96,34.17,7.48,8.61,2.69,0.25,185.67,1.5,130.39,3.62,325.97,472.1,146.13,2.0,83.73
2021-06-23,Reservoir Aquaculture,European Eel,Canada (British Columbia),27.98,28.77,6.81,6.84,1.61,0.35,132.41,1.27,-171.29,4.53,-428.21,-775.34,-347.13,2.0,95.03
2018-05-14,Coastal Extensive Pond,Black Tiger Shrimp,Ecuador,13.81,37.74,8.18,4.08,2.1,0.35,199.69,2.23,-134.58,7.56,-605.62,-1016.81,-411.19,3.5,76.69
2018-04-12,Deep Sea Cage System,Catfish (Channel),Portugal,26.14,35.06,7.69,5.15,2.24,0.31,121.74,1.33,99.38,4.11,248.46,408.14,159.68,2.0,93.64
2018-10-03,Reservoir Aquaculture,Giant River Prawn,Scotland,22.39,32.71,7.67,8.49,3.2,0.34,150.78,1.13,50.79,3.89,126.97,197.64,70.68,2.0,69.6
2021-07-16,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Carp (Common),Australia (East Coast),30.92,33.52,7.95,7.32,2.67,0.29,55.3,2.21,-39.13,4.61,-97.82,-180.3,-82.48,2.0,90.42
2021-11-10,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Blue),Greece,19.46,41.64,7.86,4.45,1.92,0.13,82.41,1.82,-77.43,3.77,-162.6,-292.01,-129.41,4.0,81.03
2019-07-06,Coastal Intensive Pond,Catfish (Channel),Norway,16.71,30.59,7.0,5.06,3.32,0.31,62.58,2.05,-85.99,3.64,-214.97,-313.08,-98.1,2.0,57.92
2021-03-18,Deep Sea Cage System,Giant River Prawn,Canada (Atlantic),25.14,34.66,7.79,3.41,1.47,0.33,154.45,1.6,155.86,4.16,389.65,648.86,259.21,2.0,94.29
2022-03-02,Inland Raceway System,Catfish (Channel),Portugal,18.6,38.3,7.18,7.25,2.78,0.42,102.62,1.35,-34.86,3.91,-87.15,-136.19,-49.04,2.0,59.63
2020-01-11,Coastal Extensive Pond,Black Tiger Shrimp,China (Inland Provinces),20.33,32.27,7.5,4.23,2.46,0.25,193.7,1.8,58.75,6.19,264.36,363.94,99.57,3.5,65.68
2021-01-03,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,European Sea Bass,USA (Gulf Coast),18.69,38.83,7.24,5.77,1.65,0.28,173.15,1.06,-51.04,6.08,-209.25,-310.39,-101.13,2.5,65.05
2021-09-28,Inland Raceway System,Tilapia (Nile),Indonesia,17.51,29.99,7.93,6.42,3.4,0.2,137.86,1.56,-133.05,3.38,-279.4,-449.18,-169.78,4.0,89.28
2022-08-10,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Canada (British Columbia),29.87,37.71,7.19,4.91,2.32,0.37,112.16,1.52,-117.31,7.1,-527.91,-833.38,-305.47,3.5,72.87
2019-10-06,Recirculating Aquaculture System (RAS) - Small Scale,Barramundi,Thailand,20.1,30.81,8.34,5.97,2.61,0.19,149.33,1.41,-111.84,4.13,-279.61,-462.16,-182.55,2.0,66.67
2020-10-01,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,Norway,31.1,35.94,7.39,2.82,3.42,0.22,177.79,1.1,-41.57,5.3,-133.04,-220.54,-87.5,3.0,98.11
2019-06-27,Recirculating Aquaculture System (RAS) - Industrial Scale,Barramundi,Chile,24.57,31.05,6.76,2.71,2.35,0.25,75.05,1.7,-45.41,4.29,-113.52,-194.79,-81.27,2.0,56.44
2021-01-06,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Nile),Ecuador,26.84,38.99,7.02,5.68,2.38,0.26,149.84,1.74,-128.05,3.98,-268.91,-510.22,-241.31,4.0,60.51
2018-07-18,Offshore Cage System,European Eel,Portugal,23.79,33.31,7.67,4.07,3.74,0.44,147.47,0.91,80.02,3.84,200.04,307.1,107.06,2.0,65.94
2020-08-08,Recirculating Aquaculture System (RAS) - Industrial Scale,Catfish (Channel),Vietnam,25.31,35.18,7.36,7.22,2.02,0.4,178.24,1.25,116.87,3.55,292.17,415.11,122.94,2.0,65.25
2022-07-15,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,USA (Gulf Coast),24.52,31.25,8.03,6.13,1.43,0.22,76.78,1.42,-38.9,6.76,-175.05,-262.76,-87.72,3.5,89.81
2020-10-02,Coastal Extensive Pond,Catfish (Channel),Australia (West Coast),27.42,36.38,7.6,7.06,3.34,0.37,137.15,2.02,13.27,4.53,33.18,60.09,26.9,2.0,51.9
2020-06-28,Reservoir Aquaculture,Rainbow Trout,Vietnam,23.61,27.12,7.27,5.78,2.72,0.3,60.83,0.93,-55.15,4.54,-159.95,-250.31,-90.36,2.0,67.45
2018-06-04,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Atlantic Salmon,USA (Hawaii),28.4,39.71,6.87,4.82,2.55,0.14,197.84,1.24,-226.9,5.27,-726.09,-1196.35,-470.26,3.0,92.84
2018-03-05,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Silver),Turkey,30.42,29.9,7.33,5.34,2.5,0.18,172.53,1.58,-178.55,3.7,-446.37,-660.74,-214.36,2.0,50.55
2022-10-12,Coastal Extensive Pond,Catfish (Channel),Spain,21.74,41.24,7.52,6.92,2.88,0.29,61.81,1.26,-16.6,3.63,-41.51,-60.3,-18.79,2.0,52.42
2021-01-02,Coastal Intensive Pond,European Eel,Portugal,23.86,34.51,8.01,4.29,2.86,0.36,186.5,1.59,74.97,4.46,187.43,334.73,147.3,2.0,97.73
2020-11-09,Recirculating Aquaculture System (RAS) - Small Scale,Atlantic Salmon,China (Southern Coast),30.67,33.21,7.2,5.68,2.92,0.36,164.35,1.8,-75.85,5.55,-242.72,-420.66,-177.94,3.0,92.85
2022-04-07,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,European Sea Bass,Portugal,31.81,34.69,7.25,6.5,2.74,0.23,58.19,1.75,-17.44,7.31,-71.5,-127.51,-56.01,2.5,65.47
2018-08-10,Reservoir Aquaculture,Giant River Prawn,Indonesia,22.76,30.83,7.94,5.32,2.26,0.34,196.67,1.64,-32.1,3.65,-80.24,-117.13,-36.89,2.0,72.44
2019-09-03,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Common),China (Inland Provinces),19.6,35.29,7.74,4.77,2.18,0.33,189.75,1.49,133.91,4.49,334.77,601.35,266.58,2.0,70.6
2022-03-08,Deep Sea Cage System,Carp (Common),Portugal,26.09,37.56,7.19,6.73,1.9,0.14,197.46,1.63,-69.48,3.57,-173.69,-248.12,-74.43,2.0,71.11
2022-07-31,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Blue),Thailand,26.23,34.06,7.18,4.89,2.02,0.35,183.32,1.61,46.08,3.99,96.77,183.95,87.18,4.0,72.82
2021-02-16,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,China (Southern Coast),9.2,36.08,7.45,4.06,1.67,0.38,94.18,1.57,-105.37,6.61,-474.15,-696.98,-222.84,3.5,90.77
2022-11-01,Inland Raceway System,Carp (Silver),Australia (East Coast),20.32,34.47,7.39,8.0,1.87,0.1,141.74,1.34,85.34,3.8,213.36,324.42,111.06,2.0,82.14
2022-09-29,Coastal Intensive Pond,Tilapia (Blue),Spain,21.9,36.68,7.9,9.78,1.91,0.11,94.04,1.68,21.79,3.7,45.76,80.65,34.89,4.0,59.39
2018-10-07,Coastal Extensive Pond,White Leg Shrimp,China (Inland Provinces),30.57,32.37,7.54,3.15,2.4,0.29,108.24,1.73,-49.05,6.42,-220.74,-314.71,-93.97,3.5,75.37
2020-08-02,Coastal Intensive Pond,Chinook Salmon,Greece,27.84,40.38,8.48,6.6,2.39,0.33,69.18,1.64,-158.21,5.25,-506.28,-829.89,-323.61,3.0,59.44
2020-01-16,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Catfish (Channel),Scotland,27.35,38.54,9.09,6.64,2.11,0.25,167.04,1.13,-312.15,3.82,-780.38,-1192.78,-412.4,2.0,74.44
2018-01-10,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Common),China (Southern Coast),24.78,36.78,7.15,5.08,1.56,0.38,109.96,1.86,13.09,4.53,32.73,59.28,26.54,2.0,50.4
2019-05-24,Recirculating Aquaculture System (RAS) - Industrial Scale,European Eel,Australia (East Coast),19.6,34.35,7.09,4.35,3.18,0.04,158.8,1.33,84.01,4.04,210.02,339.62,129.6,2.0,66.44
2020-12-20,Reservoir Aquaculture,White Leg Shrimp,Greece,23.85,36.07,7.15,4.31,2.13,0.21,62.34,1.2,25.67,6.42,115.51,164.73,49.22,3.5,50.41
2021-05-29,Recirculating Aquaculture System (RAS) - Industrial Scale,Chinook Salmon,China (Inland Provinces),22.43,34.42,7.77,6.22,1.9,0.09,60.16,1.72,54.91,5.99,175.71,328.95,153.23,3.0,85.28
2020-10-29,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,European Sea Bass,Turkey,18.36,37.51,8.04,6.61,3.4,0.33,80.91,2.1,-29.13,6.14,-119.42,-178.8,-59.37,2.5,50.7
2022-07-29,Inland Raceway System,Carp (Silver),Thailand,20.39,36.62,7.45,5.09,2.3,0.42,89.4,1.72,47.49,4.16,118.73,197.51,78.78,2.0,85.31
2021-01-23,Offshore Cage System,European Sea Bass,Greece,25.15,37.94,7.04,4.39,3.7,0.23,115.37,1.61,-29.44,7.32,-120.7,-215.58,-94.88,2.5,93.68
2022-01-28,Recirculating Aquaculture System (RAS) - Industrial Scale,Rainbow Trout,Canada (Atlantic),20.2,37.78,7.61,6.74,2.46,0.25,174.2,1.69,44.28,5.35,128.41,236.81,108.4,2.0,72.0
2021-02-04,Offshore Cage System,White Leg Shrimp,Australia (East Coast),28.64,35.96,7.67,7.39,2.26,0.42,78.87,1.05,-1.82,7.09,-8.17,-12.88,-4.71,3.5,65.73
2021-06-12,Offshore Cage System,Giant River Prawn,Chile,21.74,31.73,6.88,6.06,2.46,0.27,72.0,1.46,-24.91,3.76,-62.27,-93.69,-31.41,2.0,59.62
2022-09-10,Recirculating Aquaculture System (RAS) - Small Scale,Black Tiger Shrimp,Canada (Atlantic),18.65,33.0,7.54,5.16,2.48,0.17,173.45,1.08,63.55,8.4,285.98,533.53,247.55,3.5,57.03
2019-08-20,Deep Sea Cage System,European Eel,Brazil,20.04,35.08,7.28,7.65,2.4,0.25,93.04,1.92,80.86,3.68,202.16,297.89,95.74,2.0,86.98
2022-07-31,Coastal Extensive Pond,Giant River Prawn,USA (Gulf Coast),23.34,31.13,6.78,6.43,3.47,0.39,89.67,1.44,-39.12,4.56,-97.81,-178.41,-80.6,2.0,53.23
2018-06-25,Coastal Intensive Pond,Gilthead Sea Bream,Vietnam,25.59,37.77,7.18,5.63,2.52,0.48,66.23,1.72,-8.99,5.94,-36.86,-53.42,-16.57,2.5,89.55
2019-04-10,Deep Sea Cage System,Giant River Prawn,Turkey,14.76,33.96,6.04,4.72,2.67,0.34,131.16,1.6,-185.75,4.08,-464.38,-758.02,-293.64,2.0,55.3
2019-12-24,Deep Sea Cage System,Black Tiger Shrimp,Australia (West Coast),18.16,38.21,7.67,5.79,3.19,0.26,145.57,1.69,-47.84,6.15,-215.28,-294.44,-79.16,3.5,58.46
2020-10-26,Coastal Extensive Pond,Catfish (Channel),Chile,25.6,37.44,7.12,6.85,2.63,0.22,168.35,1.5,-26.81,4.52,-67.04,-121.12,-54.09,2.0,52.72
2022-10-04,Coastal Intensive Pond,Gilthead Sea Bream,Vietnam,18.76,39.53,7.57,3.38,1.41,0.28,147.33,1.98,-39.57,5.39,-162.24,-213.19,-50.95,2.5,53.79
2020-09-02,Reservoir Aquaculture,Catfish (Channel),Scotland,25.62,38.26,7.78,7.45,2.82,0.39,89.77,0.82,-22.56,4.08,-56.41,-92.1,-35.69,2.0,57.56
2018-11-02,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,USA (Hawaii),14.76,32.17,7.45,3.59,2.26,0.36,148.96,1.55,-50.36,5.06,-161.14,-254.64,-93.5,3.0,55.23
2019-10-06,Inland Raceway System,Tilapia (Blue),Australia (East Coast),24.66,31.68,7.73,5.54,2.73,0.25,133.74,1.67,-18.36,3.49,-38.56,-64.1,-25.55,4.0,54.07
2021-11-09,Deep Sea Cage System,Chinook Salmon,Chile,15.68,35.61,7.81,8.35,3.15,0.2,85.78,1.26,-17.42,5.4,-55.75,-94.15,-38.41,3.0,85.74
2021-03-18,Coastal Extensive Pond,Atlantic Salmon,Scotland,26.27,34.68,7.06,3.05,2.05,0.27,100.22,1.93,31.35,5.89,100.32,184.7,84.38,3.0,66.68
2021-04-25,Recirculating Aquaculture System (RAS) - Industrial Scale,European Sea Bass,Thailand,19.7,33.98,7.33,3.07,1.77,0.2,111.1,1.47,78.6,6.91,322.27,542.96,220.69,2.5,64.46
2022-12-16,Reservoir Aquaculture,Chinook Salmon,Thailand,27.14,38.49,6.96,5.17,3.88,0.33,167.15,1.42,-86.71,5.44,-277.48,-471.69,-194.21,3.0,77.11
2022-10-26,Offshore Cage System,Gilthead Sea Bream,Portugal,10.83,32.01,7.42,6.11,1.65,0.28,62.69,1.51,-64.76,5.6,-265.53,-362.88,-97.35,2.5,98.69
2019-06-22,Reservoir Aquaculture,Giant River Prawn,China (Inland Provinces),13.48,31.57,7.98,3.95,1.64,0.28,72.26,1.42,-61.01,4.26,-152.51,-260.17,-107.66,2.0,79.54
2019-03-12,Reservoir Aquaculture,Carp (Silver),Canada (Atlantic),21.89,35.95,6.44,5.35,2.15,0.21,196.88,1.16,13.25,4.59,33.11,60.76,27.64,2.0,59.17
2021-06-03,Deep Sea Cage System,White Leg Shrimp,Turkey,18.4,30.64,7.26,4.44,2.89,0.33,92.83,1.6,-82.52,8.28,-371.34,-683.36,-312.02,3.5,79.51
2021-01-28,Coastal Extensive Pond,Black Tiger Shrimp,Thailand,17.52,28.91,7.15,7.43,2.02,0.25,109.86,1.09,-101.77,6.73,-457.98,-684.56,-226.58,3.5,55.07
2019-09-17,Recirculating Aquaculture System (RAS) - Small Scale,Black Tiger Shrimp,Thailand,18.45,38.35,7.53,4.24,2.13,0.37,129.17,1.37,-6.3,7.85,-28.37,-49.49,-21.13,3.5,57.72
2021-05-31,Coastal Extensive Pond,Chinook Salmon,Chile,23.81,31.56,8.39,5.82,1.17,0.34,128.93,1.55,-68.48,4.88,-219.13,-334.05,-114.92,3.0,71.1
2021-01-29,Coastal Extensive Pond,Gilthead Sea Bream,Brazil,22.32,33.3,7.45,6.05,1.02,0.35,169.56,1.7,82.66,6.3,338.9,520.76,181.87,2.5,89.01
2019-11-25,Deep Sea Cage System,Giant River Prawn,USA (Gulf Coast),21.53,32.79,6.5,6.56,2.19,0.1,68.76,1.52,-37.81,4.16,-94.52,-157.36,-62.84,2.0,65.95
2022-01-07,Recirculating Aquaculture System (RAS) - Industrial Scale,Tilapia (Nile),Scotland,20.72,36.05,8.08,5.04,2.67,0.1,181.08,1.22,73.38,3.67,154.09,268.95,114.86,4.0,60.51
2020-02-17,Coastal Extensive Pond,Carp (Common),Greece,16.05,33.43,7.46,5.26,1.8,0.46,165.48,1.65,8.58,3.94,21.46,33.81,12.36,2.0,75.02
2018-11-30,Coastal Intensive Pond,Carp (Common),USA (Gulf Coast),19.3,39.69,7.24,4.78,2.45,0.41,178.32,1.52,-80.08,3.95,-200.2,-316.54,-116.34,2.0,50.51
2022-07-15,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Nile),Vietnam,26.72,37.95,7.81,8.03,1.89,0.52,116.59,1.59,-59.35,3.56,-124.64,-211.44,-86.8,4.0,88.54
2020-04-28,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),China (Inland Provinces),23.45,37.59,7.27,7.33,2.28,0.37,114.32,1.49,16.91,3.93,42.26,66.51,24.24,2.0,94.22
2021-10-14,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Tilapia (Blue),Brazil,28.07,31.36,7.85,5.93,2.38,0.18,68.7,1.46,-50.95,3.57,-107.0,-181.87,-74.87,4.0,70.38
2019-08-17,Recirculating Aquaculture System (RAS) - Small Scale,Black Tiger Shrimp,Vietnam,10.23,33.91,7.5,5.18,3.01,0.27,128.57,1.54,-74.45,6.95,-335.05,-517.47,-182.42,3.5,59.86
2020-07-27,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,Gilthead Sea Bream,Ecuador,21.38,30.06,7.14,5.9,3.51,0.34,161.32,1.28,-50.84,7.07,-208.46,-359.47,-151.01,2.5,70.08
2020-07-08,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,China (Southern Coast),25.06,35.78,8.41,8.27,2.83,0.23,141.02,1.03,-57.15,6.23,-182.89,-356.12,-173.23,3.0,67.17
2019-04-15,Deep Sea Cage System,Carp (Silver),Vietnam,14.55,34.61,7.12,7.49,2.77,0.22,96.37,1.46,-24.68,3.99,-61.69,-98.53,-36.84,2.0,65.69
2021-11-18,Coastal Intensive Pond,Catfish (Channel),Turkey,11.53,34.76,7.3,6.81,2.14,0.17,103.91,1.26,-32.3,3.87,-80.75,-124.91,-44.17,2.0,78.4
2020-11-22,Recirculating Aquaculture System (RAS) - Industrial Scale,Giant River Prawn,Brazil,20.3,37.87,8.04,4.98,3.61,0.19,73.41,2.32,-9.62,4.15,-24.05,-39.92,-15.87,2.0,83.12
2018-11-05,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Common),Ecuador,23.87,33.18,7.42,7.67,2.87,0.31,153.85,1.54,60.85,3.82,152.11,232.67,80.55,2.0,97.86
2020-03-10,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Chile,14.5,35.68,7.79,5.2,3.14,0.27,112.17,1.58,-11.34,5.28,-32.88,-59.87,-26.99,2.0,84.97
2018-06-28,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Blue),Greece,27.36,33.63,7.36,5.59,2.51,0.21,66.26,1.48,7.72,3.74,16.2,28.87,12.67,4.0,82.26
2018-08-25,Recirculating Aquaculture System (RAS) - Small Scale,Atlantic Salmon,Vietnam,14.18,29.83,7.2,3.33,1.87,0.34,89.25,1.63,-98.05,5.47,-313.74,-536.23,-222.48,3.0,66.8
2019-12-20,Coastal Extensive Pond,Carp (Common),Indonesia,24.2,36.23,7.48,5.26,2.78,0.26,151.67,1.43,52.71,4.12,131.78,217.12,85.33,2.0,88.41
2019-07-08,Reservoir Aquaculture,Rainbow Trout,Canada (British Columbia),19.57,37.81,7.79,5.33,3.08,0.26,72.46,1.54,0.16,4.88,0.48,0.8,0.32,2.0,93.5
2020-06-07,Recirculating Aquaculture System (RAS) - Small Scale,Tilapia (Blue),Thailand,15.63,31.48,7.3,7.79,2.64,0.3,154.66,1.46,-98.82,3.74,-207.52,-369.54,-162.02,4.0,64.81
2022-12-18,Inland Raceway System,Tilapia (Nile),Indonesia,24.58,39.78,7.47,7.7,2.73,0.19,72.62,1.74,-27.09,3.79,-56.89,-102.62,-45.73,4.0,54.88
2019-02-20,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,Thailand,27.61,41.32,7.26,7.09,1.95,0.24,79.94,1.74,-114.8,4.82,-367.37,-553.81,-186.45,3.0,62.79
2022-10-22,Inland Raceway System,Carp (Silver),Thailand,30.51,32.23,7.43,6.74,2.06,0.35,119.06,1.52,-68.52,3.89,-171.3,-266.48,-95.18,2.0,71.98
2018-11-04,Recirculating Aquaculture System (RAS) - Industrial Scale,White Leg Shrimp,Chile,17.16,35.79,7.41,3.5,3.05,0.26,85.93,1.67,54.77,7.71,246.47,422.52,176.05,3.5,84.52
2022-05-21,Coastal Intensive Pond,Tilapia (Blue),Portugal,25.82,35.94,6.9,7.3,3.6,0.31,70.3,1.84,-11.1,3.62,-23.31,-40.17,-16.86,4.0,81.81
2020-09-25,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Atlantic Salmon,Brazil,14.46,34.8,7.72,4.17,2.56,0.25,72.48,1.52,9.72,5.89,31.09,57.23,26.14,3.0,78.36
2022-10-18,Coastal Intensive Pond,Carp (Silver),Spain,21.15,39.26,6.88,5.86,1.85,0.27,165.65,1.63,-74.83,4.3,-187.08,-321.73,-134.65,2.0,84.54
2021-11-18,Inland Raceway System,European Sea Bass,Chile,17.5,35.78,7.21,4.97,2.08,0.3,54.95,1.25,17.66,5.27,72.39,93.07,20.68,2.5,53.08
2022-07-01,Reservoir Aquaculture,Giant River Prawn,Norway,25.39,35.69,7.59,3.24,2.51,0.25,117.16,1.75,76.49,4.53,191.23,346.2,154.97,2.0,71.49
2018-03-24,Recirculating Aquaculture System (RAS) - Small Scale,Carp (Silver),China (Inland Provinces),15.22,40.85,7.07,5.11,3.57,0.44,82.73,1.39,-86.52,4.09,-216.31,-353.47,-137.16,2.0,82.47
2022-08-30,Coastal Extensive Pond,Rainbow Trout,USA (Gulf Coast),24.93,32.19,6.93,6.68,3.46,0.25,185.24,1.67,-45.79,4.32,-132.8,-197.77,-64.97,2.0,56.65
2018-03-24,Coastal Intensive Pond,Carp (Common),China (Inland Provinces),28.75,39.91,7.18,5.63,2.92,0.39,147.49,1.41,-175.55,4.51,-438.89,-792.21,-353.32,2.0,75.37
2022-10-07,Reservoir Aquaculture,European Sea Bass,Brazil,25.82,31.86,8.24,6.52,3.19,0.31,185.3,1.26,-112.46,6.91,-461.07,-777.34,-316.27,2.5,98.63
2020-03-19,Coastal Intensive Pond,Carp (Common),Australia (East Coast),34.39,38.03,7.72,10.43,2.65,0.42,117.25,1.76,-150.1,3.8,-375.25,-570.91,-195.67,2.0,71.18
2020-12-15,Coastal Intensive Pond,Barramundi,Canada (British Columbia),20.02,30.89,6.95,6.36,3.46,0.16,105.62,1.05,-67.47,3.79,-168.69,-255.74,-87.06,2.0,62.48
2020-03-04,Recirculating Aquaculture System (RAS) - Small Scale,Chinook Salmon,Indonesia,21.31,35.96,7.71,5.77,2.31,0.23,152.48,1.52,92.28,5.49,295.3,506.64,211.34,3.0,63.27
2022-03-29,Integrated Multi-Trophic Aquaculture (IMTA) - Offshore,Carp (Silver),Australia (East Coast),26.34,33.8,7.84,8.58,2.92,0.18,185.92,1.6,-6.96,4.02,-17.4,-27.97,-10.57,2.0,80.7
2020-09-17,Integrated Multi-Trophic Aquaculture (IMTA) - Coastal,European Eel,Turkey,20.09,32.65,7.26,5.62,2.36,0.45,184.74,1.47,28.44,3.72,71.11,105.72,34.61,2.0,53.96
2019-11-02,Inland Raceway System,White Leg Shrimp,Canada (Atlantic),29.96,34.89,8.13,8.74,2.44,0.24,132.56,2.07,-108.81,5.81,-489.64,-632.17,-142.53,3.5,65.41
2019-09-03,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Common),Turkey,22.4,29.6,8.04,4.92,1.67,0.1,88.7,1.36,-58.92,3.95,-147.3,-232.94,-85.64,2.0,60.09
2020-02-09,Coastal Intensive Pond,Rainbow Trout,Brazil,26.04,37.8,7.57,7.48,2.84,0.26,92.05,1.82,-3.8,4.53,-11.02,-17.23,-6.2,2.0,77.0
2021-01-28,Recirculating Aquaculture System (RAS) - Industrial Scale,Carp (Silver),Ecuador,23.99,35.64,7.49,6.34,2.83,0.51,98.29,1.7,68.24,3.84,170.6,262.14,91.54,2.0,66.82
2021-12-19,Inland Raceway System,Tilapia (Nile),Greece,9.84,33.62,6.8,6.15,2.25,0.19,121.06,1.22,-168.21,3.7,-353.23,-621.64,-268.41,4.0,93.14
2021-03-06,Reservoir Aquaculture,Tilapia (Nile),Norway,19.27,39.35,7.5,6.58,2.84,0.25,77.38,1.35,-14.4,3.65,-30.23,-52.61,-22.38,4.0,86.15
2021-01-28,Recirculating Aquaculture System (RAS) - Small Scale,White Leg Shrimp,Australia (West Coast),21.0,41.26,6.95,8.3,2.91,0.41,147.55,1.21,-143.53,8.28,-645.89,-1188.85,-542.96,3.5,87.78
2019-06-16,Recirculating Aquaculture System (RAS) - Small Scale,Rainbow Trout,Portugal,20.36,33.46,7.49,5.5,3.22,0.38,64.99,1.74,38.94,4.73,112.93,184.26,71.33,2.0,77.32
2020-08-07,Offshore Cage System,Tilapia (Blue),Thailand,22.87,32.56,7.06,5.3,2.46,0.3,111.32,2.29,28.59,3.42,60.03,97.69,37.66,4.0,59.0
2018-04-17,Deep Sea Cage System,Catfish (Channel),Turkey,17.97,36.89,7.37,7.4,1.8,0.34,91.87,1.24,15.14,3.68,37.85,55.74,17.89,2.0,52.34
2018-02-01,Reservoir Aquaculture,European Sea Bass,Turkey,21.6,36.32,7.68,5.56,2.82,0.47,171.36,1.59,74.34,5.81,304.77,432.2,127.42,2.5,83.02
2021-04-25,Coastal Extensive Pond,European Sea Bass,USA (Hawaii),18.21,34.4,7.75,7.38,2.28,0.17,159.19,1.71,38.19,6.96,156.58,265.63,109.06,2.5,71.78
